period_covered,utilization_type,state_code,number_of_prescriptions,total_amount_reimbursed,Prescription
2016,MCOU,CA,51,1295.95,Methadone
2016,MCOU,CA,52,618.92,Methadone
2016,MCOU,CA,55,1099.6,Methadone
2016,MCOU,CA,65,897.89,Methadone
2016,MCOU,CA,173,3343.44,Methadone
2016,MCOU,CA,173,5450.08,Methadone
2016,MCOU,CA,227,3830.3,Methadone
2016,MCOU,CA,334,6007.84,Methadone
2016,MCOU,CA,436,7810.27,Methadone
2016,MCOU,CA,585,10074.91,Methadone
2016,MCOU,CA,659,12134.35,Methadone
2016,MCOU,CA,1175,33635.49,Methadone
2016,MCOU,CA,1179,34949.55,Methadone
2016,MCOU,CA,1211,16144.94,Methadone
2016,MCOU,CA,1219,17584.47,Methadone
2016,MCOU,CA,1264,20193.86,Methadone
2016,MCOU,CA,1286,19969.5,Methadone
2016,MCOU,CA,2473,74639.82,Methadone
2016,MCOU,CA,2476,42969.14,Methadone
2016,MCOU,CA,2507,77831.5,Methadone
2016,MCOU,CA,2732,51735.72,Methadone
2016,MCOU,CA,3204,84910.56,Methadone
2016,MCOU,CA,3228,112961.93,Methadone
2016,MCOU,CA,3277,61991.83,Methadone
2016,MCOU,CA,3289,104557.32,Methadone
2016,MCOU,CA,3362,98061.07,Methadone
2016,MCOU,CA,3505,108979.84,Methadone
2016,MCOU,CA,3608,71236.15,Methadone
2016,MCOU,CA,3765,130414.65,Methadone
2016,MCOU,CO,12,120.4,Methadone
2016,MCOU,CO,16,137.93,Methadone
2016,MCOU,CO,16,150.3,Methadone
2016,MCOU,CO,16,393.16,Methadone
2016,MCOU,CO,18,200.67,Methadone
2016,MCOU,CO,19,573.86,Methadone
2016,MCOU,CO,20,180.84,Methadone
2016,MCOU,CO,22,288.15,Methadone
2016,MCOU,CO,30,387.71,Methadone
2016,MCOU,CO,33,863.05,Methadone
2016,MCOU,CO,59,1543.38,Methadone
2016,MCOU,CO,71,1341.76,Methadone
2016,MCOU,CO,78,1977.76,Methadone
2016,MCOU,DC,12,107.05,Methadone
2016,MCOU,DC,12,154.19,Methadone
2016,MCOU,DE,18,81.29,Methadone
2016,MCOU,DE,24,330.96,Methadone
2016,MCOU,DE,36,189.75,Methadone
2016,MCOU,DE,38,634.09,Methadone
2016,MCOU,DE,42,565.67,Methadone
2016,MCOU,DE,42,660.29,Methadone
2016,MCOU,DE,43,851.6,Methadone
2016,MCOU,DE,47,663.87,Methadone
2016,MCOU,DE,60,2070.2,Methadone
2016,MCOU,DE,60,2712.8,Methadone
2016,MCOU,DE,62,871.5,Methadone
2016,MCOU,DE,63,2773.12,Methadone
2016,MCOU,DE,66,1128.98,Methadone
2016,MCOU,DE,72,2479.1,Methadone
2016,MCOU,DE,99,1767.17,Methadone
2016,MCOU,DE,134,4297.52,Methadone
2016,MCOU,DE,188,1034.63,Methadone
2016,MCOU,DE,191,8369.15,Methadone
2016,MCOU,DE,243,10154.88,Methadone
2016,MCOU,DE,361,3847.05,Methadone
2016,MCOU,DE,428,5045.26,Methadone
2016,MCOU,DE,542,6678.07,Methadone
2016,MCOU,FL,21,811.49,Methadone
2016,MCOU,FL,26,408.93,Methadone
2016,MCOU,FL,31,550.24,Methadone
2016,MCOU,FL,56,919.43,Methadone
2016,MCOU,FL,62,1065.1,Methadone
2016,MCOU,FL,68,996.74,Methadone
2016,MCOU,FL,99,1574.75,Methadone
2016,MCOU,FL,101,1687.28,Methadone
2016,MCOU,FL,342,8932.37,Methadone
2016,MCOU,FL,371,8644.7,Methadone
2016,MCOU,FL,410,11368.5,Methadone
2016,MCOU,FL,425,6171.84,Methadone
2016,MCOU,FL,430,5933.49,Methadone
2016,MCOU,FL,458,11007.05,Methadone
2016,MCOU,FL,465,11692.95,Methadone
2016,MCOU,FL,497,10786.38,Methadone
2016,MCOU,FL,497,11536.24,Methadone
2016,MCOU,FL,637,15811.84,Methadone
2016,MCOU,FL,852,12321.85,Methadone
2016,MCOU,FL,1139,17877.59,Methadone
2016,MCOU,GA,13,424.17,Methadone
2016,MCOU,GA,16,27.24,Methadone
2016,MCOU,GA,16,400.14,Methadone
2016,MCOU,GA,22,435.84,Methadone
2016,MCOU,GA,30,355.26,Methadone
2016,MCOU,GA,31,552.5,Methadone
2016,MCOU,GA,32,504.2,Methadone
2016,MCOU,GA,41,654.26,Methadone
2016,MCOU,GA,44,620.38,Methadone
2016,MCOU,GA,47,690.67,Methadone
2016,MCOU,GA,54,736.93,Methadone
2016,MCOU,GA,126,1471.63,Methadone
2016,MCOU,GA,140,4218.14,Methadone
2016,MCOU,GA,157,2568.86,Methadone
2016,MCOU,GA,176,2140.82,Methadone
2016,MCOU,GA,178,5502.23,Methadone
2016,MCOU,GA,181,4555.5,Methadone
2016,MCOU,GA,188,3743.94,Methadone
2016,MCOU,GA,207,2276.51,Methadone
2016,MCOU,GA,226,4429.37,Methadone
2016,MCOU,GA,228,2699.95,Methadone
2016,MCOU,GA,239,6749.35,Methadone
2016,MCOU,GA,245,4861,Methadone
2016,MCOU,HI,22,6720.34,Methadone
2016,MCOU,HI,25,327.25,Methadone
2016,MCOU,HI,26,429.46,Methadone
2016,MCOU,HI,26,6791.64,Methadone
2016,MCOU,HI,28,465.3,Methadone
2016,MCOU,HI,28,6776.32,Methadone
2016,MCOU,HI,29,475.69,Methadone
2016,MCOU,HI,30,499.1,Methadone
2016,MCOU,HI,133,5137.33,Methadone
2016,MCOU,HI,162,17886.87,Methadone
2016,MCOU,HI,181,6205.1,Methadone
2016,MCOU,HI,183,29548,Methadone
2016,MCOU,HI,187,24224.53,Methadone
2016,MCOU,HI,197,3326.06,Methadone
2016,MCOU,HI,199,7905.7,Methadone
2016,MCOU,HI,202,2933.69,Methadone
2016,MCOU,HI,234,7982.48,Methadone
2016,MCOU,HI,266,4444.14,Methadone
2016,MCOU,HI,308,5305.22,Methadone
2016,MCOU,HI,320,12847.38,Methadone
2016,MCOU,IA,14,427.67,Methadone
2016,MCOU,IA,28,270.13,Methadone
2016,MCOU,IA,41,1064.61,Methadone
2016,MCOU,IA,59,1829.67,Methadone
2016,MCOU,IA,60,996.92,Methadone
2016,MCOU,IA,66,1070.6,Methadone
2016,MCOU,IA,75,1196.14,Methadone
2016,MCOU,IA,88,2365.76,Methadone
2016,MCOU,IA,89,1376.67,Methadone
2016,MCOU,IA,95,1163.14,Methadone
2016,MCOU,IA,101,1357.58,Methadone
2016,MCOU,IA,170,2875.25,Methadone
2016,MCOU,IA,189,4916.73,Methadone
2016,MCOU,IA,208,3929.2,Methadone
2016,MCOU,IA,246,1943.82,Methadone
2016,MCOU,IA,296,6974.2,Methadone
2016,MCOU,IA,330,8528.92,Methadone
2016,MCOU,IL,12,391.64,Methadone
2016,MCOU,IL,17,450.65,Methadone
2016,MCOU,IL,36,572.72,Methadone
2016,MCOU,IL,41,741.22,Methadone
2016,MCOU,IL,41,818.17,Methadone
2016,MCOU,IL,99,1780.88,Methadone
2016,MCOU,IL,115,1952.88,Methadone
2016,MCOU,IL,127,2200.82,Methadone
2016,MCOU,IL,147,2238.49,Methadone
2016,MCOU,IL,151,2993.4,Methadone
2016,MCOU,IL,180,4929.27,Methadone
2016,MCOU,IL,231,4607.29,Methadone
2016,MCOU,IL,249,4443.65,Methadone
2016,MCOU,IL,262,8319.27,Methadone
2016,MCOU,IL,270,4892.94,Methadone
2016,MCOU,IL,270,6539.05,Methadone
2016,MCOU,IL,299,7711.87,Methadone
2016,MCOU,IL,330,10135.41,Methadone
2016,MCOU,IL,517,7808.69,Methadone
2016,MCOU,IL,527,10230.77,Methadone
2016,MCOU,IL,692,12350.18,Methadone
2016,MCOU,IL,734,17037.57,Methadone
2016,MCOU,IN,15,402.9,Methadone
2016,MCOU,IN,36,1126.73,Methadone
2016,MCOU,IN,48,877.38,Methadone
2016,MCOU,IN,48,1140.46,Methadone
2016,MCOU,IN,54,1498.94,Methadone
2016,MCOU,IN,55,1001.36,Methadone
2016,MCOU,IN,57,1116.25,Methadone
2016,MCOU,IN,67,1366.63,Methadone
2016,MCOU,IN,225,4018.98,Methadone
2016,MCOU,IN,230,4097.21,Methadone
2016,MCOU,IN,273,4923.47,Methadone
2016,MCOU,IN,295,5215.85,Methadone
2016,MCOU,IN,418,7574.56,Methadone
2016,MCOU,IN,462,8512.69,Methadone
2016,MCOU,IN,525,15186.24,Methadone
2016,MCOU,IN,541,16720.17,Methadone
2016,MCOU,IN,579,17615.33,Methadone
2016,MCOU,IN,651,11351.67,Methadone
2016,MCOU,IN,678,20802.42,Methadone
2016,MCOU,IN,706,13337.93,Methadone
2016,MCOU,IN,904,25970.3,Methadone
2016,MCOU,IN,1062,32505.92,Methadone
2016,MCOU,IN,1213,38179.64,Methadone
2016,MCOU,IN,1319,42270.15,Methadone
2016,MCOU,KS,15,272.77,Methadone
2016,MCOU,KS,22,512.55,Methadone
2016,MCOU,KS,25,650.89,Methadone
2016,MCOU,KS,25,839.33,Methadone
2016,MCOU,KS,28,476.12,Methadone
2016,MCOU,KS,30,910.29,Methadone
2016,MCOU,KS,46,905.69,Methadone
2016,MCOU,KS,51,1294.86,Methadone
2016,MCOU,KS,53,1102.35,Methadone
2016,MCOU,KS,81,2329.58,Methadone
2016,MCOU,KS,104,2761.3,Methadone
2016,MCOU,KS,109,3006.93,Methadone
2016,MCOU,KS,138,4917.09,Methadone
2016,MCOU,KS,211,6375.53,Methadone
2016,MCOU,KS,213,5404.53,Methadone
2016,MCOU,KS,295,8623.17,Methadone
2016,MCOU,KS,299,6488.68,Methadone
2016,MCOU,KS,314,10992.91,Methadone
2016,MCOU,KS,347,9549.17,Methadone
2016,MCOU,KS,479,11108.37,Methadone
2016,MCOU,KY,15,415.21,Methadone
2016,MCOU,KY,20,429.9,Methadone
2016,MCOU,KY,25,422.74,Methadone
2016,MCOU,KY,27,656.26,Methadone
2016,MCOU,KY,32,533.36,Methadone
2016,MCOU,KY,58,1016.01,Methadone
2016,MCOU,KY,79,1385.29,Methadone
2016,MCOU,KY,88,1539.9,Methadone
2016,MCOU,KY,91,1667.02,Methadone
2016,MCOU,KY,100,1714.56,Methadone
2016,MCOU,KY,111,1730.11,Methadone
2016,MCOU,KY,117,1663.77,Methadone
2016,MCOU,KY,130,3158.47,Methadone
2016,MCOU,KY,137,2036.53,Methadone
2016,MCOU,KY,145,3810.88,Methadone
2016,MCOU,KY,356,3691.92,Methadone
2016,MCOU,KY,431,15398.25,Methadone
2016,MCOU,KY,435,16775.7,Methadone
2016,MCOU,KY,483,5656.05,Methadone
2016,MCOU,KY,525,15412.33,Methadone
2016,MCOU,KY,597,17070.71,Methadone
2016,MCOU,KY,603,15657.4,Methadone
2016,MCOU,KY,644,8129.3,Methadone
2016,MCOU,KY,674,20104.23,Methadone
2016,MCOU,KY,676,21099.81,Methadone
2016,MCOU,KY,711,9701.35,Methadone
2016,MCOU,KY,724,22225.03,Methadone
2016,MCOU,LA,13,225.75,Methadone
2016,MCOU,LA,14,189.44,Methadone
2016,MCOU,LA,19,308.05,Methadone
2016,MCOU,LA,23,370.22,Methadone
2016,MCOU,LA,26,321.54,Methadone
2016,MCOU,LA,29,468.26,Methadone
2016,MCOU,LA,33,609.58,Methadone
2016,MCOU,LA,34,527.42,Methadone
2016,MCOU,LA,146,4457.61,Methadone
2016,MCOU,LA,156,4692.9,Methadone
2016,MCOU,LA,176,5300.25,Methadone
2016,MCOU,LA,201,6539.4,Methadone
2016,MCOU,LA,201,6543.71,Methadone
2016,MCOU,LA,218,6413.75,Methadone
2016,MCOU,LA,248,7957.54,Methadone
2016,MCOU,LA,257,7958.41,Methadone
2016,MCOU,LA,293,6547.37,Methadone
2016,MCOU,LA,306,5831.71,Methadone
2016,MCOU,LA,370,9063.17,Methadone
2016,MCOU,LA,396,9437.54,Methadone
2016,MCOU,MA,12,654.56,Methadone
2016,MCOU,MA,14,627.58,Methadone
2016,MCOU,MA,43,817,Methadone
2016,MCOU,MA,45,714.46,Methadone
2016,MCOU,MA,53,910.7,Methadone
2016,MCOU,MA,68,961.49,Methadone
2016,MCOU,MA,99,1506.07,Methadone
2016,MCOU,MA,137,3772.91,Methadone
2016,MCOU,MA,138,2307.4,Methadone
2016,MCOU,MA,181,4821.18,Methadone
2016,MCOU,MA,205,4590.67,Methadone
2016,MCOU,MA,207,3952.81,Methadone
2016,MCOU,MA,252,2897.38,Methadone
2016,MCOU,MA,302,7440.49,Methadone
2016,MCOU,MA,327,3805.22,Methadone
2016,MCOU,MA,334,4651.04,Methadone
2016,MCOU,MA,338,5326.59,Methadone
2016,MCOU,MA,420,4796.08,Methadone
2016,MCOU,MA,424,11647.52,Methadone
2016,MCOU,MA,449,5487.66,Methadone
2016,MCOU,MA,492,6722.9,Methadone
2016,MCOU,MA,501,6068.24,Methadone
2016,MCOU,MA,663,16091.31,Methadone
2016,MCOU,MA,677,15053.85,Methadone
2016,MCOU,MA,719,18469.82,Methadone
2016,MCOU,MA,856,18372.32,Methadone
2016,MCOU,MD,13,63.02,Methadone
2016,MCOU,MD,14,167.1,Methadone
2016,MCOU,MD,16,228.64,Methadone
2016,MCOU,MD,17,122.66,Methadone
2016,MCOU,MD,17,138.83,Methadone
2016,MCOU,MD,24,124.93,Methadone
2016,MCOU,MD,27,315.65,Methadone
2016,MCOU,MD,32,269.08,Methadone
2016,MCOU,MD,34,506.95,Methadone
2016,MCOU,MD,38,379.16,Methadone
2016,MCOU,MD,47,563.79,Methadone
2016,MCOU,MD,58,353.59,Methadone
2016,MCOU,MD,63,445.73,Methadone
2016,MCOU,MD,71,972.9,Methadone
2016,MCOU,MD,88,759.56,Methadone
2016,MCOU,MD,255,2805.97,Methadone
2016,MCOU,MD,293,3293.9,Methadone
2016,MCOU,MD,295,2047.73,Methadone
2016,MCOU,MD,311,2433.16,Methadone
2016,MCOU,MD,311,3100.98,Methadone
2016,MCOU,MD,320,3476.17,Methadone
2016,MCOU,MD,347,2845.84,Methadone
2016,MCOU,MD,384,2649.42,Methadone
2016,MCOU,MD,414,3674.21,Methadone
2016,MCOU,MD,438,3783.28,Methadone
2016,MCOU,MD,964,16089.36,Methadone
2016,MCOU,MD,1019,20536.09,Methadone
2016,MCOU,MD,1037,19940.21,Methadone
2016,MCOU,MD,1045,16409.15,Methadone
2016,MCOU,MD,1463,16174.94,Methadone
2016,MCOU,MD,1531,27540.47,Methadone
2016,MCOU,MD,1597,17018.57,Methadone
2016,MCOU,MD,1624,25295.22,Methadone
2016,MCOU,MD,1634,27684.04,Methadone
2016,MCOU,MD,1661,25518.8,Methadone
2016,MCOU,MD,1874,20203.28,Methadone
2016,MCOU,MD,1903,20470.91,Methadone
2016,MCOU,MI,15,920.44,Methadone
2016,MCOU,MI,16,683.22,Methadone
2016,MCOU,MI,17,784.81,Methadone
2016,MCOU,MI,25,300.13,Methadone
2016,MCOU,MI,26,1524.53,Methadone
2016,MCOU,MI,28,66.4,Methadone
2016,MCOU,MI,30,181.54,Methadone
2016,MCOU,MI,35,405.75,Methadone
2016,MCOU,MI,103,1614.14,Methadone
2016,MCOU,MI,167,2160.43,Methadone
2016,MCOU,MI,174,2114.06,Methadone
2016,MCOU,MI,266,3522.07,Methadone
2016,MCOU,MI,280,3963.86,Methadone
2016,MCOU,MI,317,5090.08,Methadone
2016,MCOU,MI,435,5803.24,Methadone
2016,MCOU,MI,444,10933.87,Methadone
2016,MCOU,MI,495,8125.07,Methadone
2016,MCOU,MI,507,7030.95,Methadone
2016,MCOU,MI,535,7199.24,Methadone
2016,MCOU,MI,656,8794.87,Methadone
2016,MCOU,MI,889,21463.08,Methadone
2016,MCOU,MI,931,22753.3,Methadone
2016,MCOU,MI,1256,35985.54,Methadone
2016,MCOU,MI,1355,18603.12,Methadone
2016,MCOU,MI,1428,38525.67,Methadone
2016,MCOU,MI,1527,43006.08,Methadone
2016,MCOU,MI,1531,22152.41,Methadone
2016,MCOU,MI,1745,57439.47,Methadone
2016,MCOU,MI,2078,29020.8,Methadone
2016,MCOU,MI,2159,64752.56,Methadone
2016,MCOU,MI,2241,64118.94,Methadone
2016,MCOU,MI,2509,74971.72,Methadone
2016,MCOU,MI,2923,41885.14,Methadone
2016,MCOU,MI,3460,125237.73,Methadone
2016,MCOU,MN,13,508.39,Methadone
2016,MCOU,MN,16,527.82,Methadone
2016,MCOU,MN,17,543.76,Methadone
2016,MCOU,MN,19,850.54,Methadone
2016,MCOU,MN,92,1947.45,Methadone
2016,MCOU,MN,92,2002.48,Methadone
2016,MCOU,MN,117,2356.59,Methadone
2016,MCOU,MN,128,2446.2,Methadone
2016,MCOU,MN,129,2678.5,Methadone
2016,MCOU,MN,186,3499.4,Methadone
2016,MCOU,MN,193,3656.92,Methadone
2016,MCOU,MN,194,2959.86,Methadone
2016,MCOU,MN,197,3388.05,Methadone
2016,MCOU,MN,198,5108.27,Methadone
2016,MCOU,MN,203,5193.32,Methadone
2016,MCOU,MN,207,4667.43,Methadone
2016,MCOU,MN,209,5928.81,Methadone
2016,MCOU,MN,210,6159.82,Methadone
2016,MCOU,MN,213,3596.74,Methadone
2016,MCOU,MN,214,2272.92,Methadone
2016,MCOU,MN,224,5888.79,Methadone
2016,MCOU,MN,226,5239.41,Methadone
2016,MCOU,MN,230,6073.43,Methadone
2016,MCOU,MN,257,4719.56,Methadone
2016,MCOU,MN,316,5647.9,Methadone
2016,MCOU,MS,27,223.25,Methadone
2016,MCOU,MS,31,969.89,Methadone
2016,MCOU,MS,37,399.59,Methadone
2016,MCOU,MS,43,786.13,Methadone
2016,MCOU,MS,44,642.18,Methadone
2016,MCOU,MS,44,1343.09,Methadone
2016,MCOU,MS,48,1036.79,Methadone
2016,MCOU,MS,48,2117.26,Methadone
2016,MCOU,MS,49,1163.5,Methadone
2016,MCOU,MS,50,990.02,Methadone
2016,MCOU,MS,62,643.48,Methadone
2016,MCOU,MS,76,940.83,Methadone
2016,MCOU,ND,21,733.46,Methadone
2016,MCOU,ND,28,1087.8,Methadone
2016,MCOU,ND,29,1196.86,Methadone
2016,MCOU,ND,36,1326.32,Methadone
2016,MCOU,NH,12,152.81,Methadone
2016,MCOU,NH,17,312.2,Methadone
2016,MCOU,NH,19,206.83,Methadone
2016,MCOU,NH,22,120.93,Methadone
2016,MCOU,NH,28,427.21,Methadone
2016,MCOU,NH,30,409.34,Methadone
2016,MCOU,NH,34,428.35,Methadone
2016,MCOU,NH,38,611.46,Methadone
2016,MCOU,NH,52,1244.54,Methadone
2016,MCOU,NH,55,1216.24,Methadone
2016,MCOU,NH,67,2283.1,Methadone
2016,MCOU,NH,76,2649.93,Methadone
2016,MCOU,NH,81,2255.03,Methadone
2016,MCOU,NH,83,1704.8,Methadone
2016,MCOU,NH,84,1389.34,Methadone
2016,MCOU,NH,90,2677.03,Methadone
2016,MCOU,NH,93,1213.93,Methadone
2016,MCOU,NH,99,2152.57,Methadone
2016,MCOU,NH,111,2117.81,Methadone
2016,MCOU,NH,128,2001.35,Methadone
2016,MCOU,NH,149,3284.37,Methadone
2016,MCOU,NH,207,5175.3,Methadone
2016,MCOU,NJ,21,404.45,Methadone
2016,MCOU,NJ,23,418.79,Methadone
2016,MCOU,NJ,29,407.3,Methadone
2016,MCOU,NJ,49,772.9,Methadone
2016,MCOU,NJ,54,878.75,Methadone
2016,MCOU,NJ,60,711,Methadone
2016,MCOU,NJ,60,962.36,Methadone
2016,MCOU,NJ,61,825.66,Methadone
2016,MCOU,NJ,65,991.16,Methadone
2016,MCOU,NJ,109,2718.89,Methadone
2016,MCOU,NJ,196,5896.55,Methadone
2016,MCOU,NJ,221,5205.6,Methadone
2016,MCOU,NJ,246,7550.28,Methadone
2016,MCOU,NJ,309,11139.21,Methadone
2016,MCOU,NJ,325,5030.61,Methadone
2016,MCOU,NJ,389,10992.11,Methadone
2016,MCOU,NJ,472,7806.9,Methadone
2016,MCOU,NJ,593,11343.47,Methadone
2016,MCOU,NJ,606,15712.59,Methadone
2016,MCOU,NJ,625,20879.16,Methadone
2016,MCOU,NJ,651,11387.2,Methadone
2016,MCOU,NJ,727,24310.15,Methadone
2016,MCOU,NJ,812,21183.19,Methadone
2016,MCOU,NM,18,273.34,Methadone
2016,MCOU,NM,35,624.5,Methadone
2016,MCOU,NM,38,718.99,Methadone
2016,MCOU,NM,89,2684.89,Methadone
2016,MCOU,NM,101,4000.22,Methadone
2016,MCOU,NM,132,4523.13,Methadone
2016,MCOU,NM,157,4673.98,Methadone
2016,MCOU,NM,160,4454.1,Methadone
2016,MCOU,NM,163,2888.49,Methadone
2016,MCOU,NM,171,2965.94,Methadone
2016,MCOU,NM,235,4329.13,Methadone
2016,MCOU,NM,298,5771.23,Methadone
2016,MCOU,NV,18,54.68,Methadone
2016,MCOU,NV,21,296.43,Methadone
2016,MCOU,NV,24,343.24,Methadone
2016,MCOU,NV,26,343.72,Methadone
2016,MCOU,NV,28,425.84,Methadone
2016,MCOU,NV,51,663.44,Methadone
2016,MCOU,NV,58,766.95,Methadone
2016,MCOU,NV,76,939.28,Methadone
2016,MCOU,NV,93,1217.99,Methadone
2016,MCOU,NV,200,3785.18,Methadone
2016,MCOU,NV,289,7904.9,Methadone
2016,MCOU,NV,365,11849.12,Methadone
2016,MCOU,NV,385,12451.63,Methadone
2016,MCOU,NV,433,9792.82,Methadone
2016,MCOU,NV,434,9047.9,Methadone
2016,MCOU,NV,438,9181.25,Methadone
2016,MCOU,NV,439,11475.94,Methadone
2016,MCOU,NV,451,5725.2,Methadone
2016,MCOU,NV,476,5824.96,Methadone
2016,MCOU,NV,652,8817.31,Methadone
2016,MCOU,NV,740,9844.67,Methadone
2016,MCOU,NY,12,486.92,Methadone
2016,MCOU,NY,14,180.55,Methadone
2016,MCOU,NY,15,454.96,Methadone
2016,MCOU,NY,18,267.27,Methadone
2016,MCOU,NY,19,1569.15,Methadone
2016,MCOU,NY,21,296.21,Methadone
2016,MCOU,NY,22,388.88,Methadone
2016,MCOU,NY,22,887.64,Methadone
2016,MCOU,NY,24,254.7,Methadone
2016,MCOU,NY,25,1512.07,Methadone
2016,MCOU,NY,27,453.46,Methadone
2016,MCOU,NY,28,384.19,Methadone
2016,MCOU,NY,34,539.11,Methadone
2016,MCOU,NY,34,542.84,Methadone
2016,MCOU,NY,73,2892.35,Methadone
2016,MCOU,NY,157,2441.98,Methadone
2016,MCOU,NY,195,3063.06,Methadone
2016,MCOU,NY,316,4667.29,Methadone
2016,MCOU,NY,356,5169.91,Methadone
2016,MCOU,NY,407,14382.1,Methadone
2016,MCOU,NY,448,5670.84,Methadone
2016,MCOU,NY,516,6589.25,Methadone
2016,MCOU,NY,516,7218.2,Methadone
2016,MCOU,NY,523,19858.53,Methadone
2016,MCOU,NY,536,7945.51,Methadone
2016,MCOU,NY,575,7815.66,Methadone
2016,MCOU,NY,616,8283.8,Methadone
2016,MCOU,NY,1270,18254.04,Methadone
2016,MCOU,NY,1331,48756.57,Methadone
2016,MCOU,NY,1419,55131.41,Methadone
2016,MCOU,NY,1612,24657.63,Methadone
2016,MCOU,NY,1840,63452.86,Methadone
2016,MCOU,NY,1919,74331.65,Methadone
2016,MCOU,NY,1928,69034.95,Methadone
2016,MCOU,NY,2226,81999.91,Methadone
2016,MCOU,NY,2289,75250.33,Methadone
2016,MCOU,NY,2387,80740.12,Methadone
2016,MCOU,NY,2428,39476.89,Methadone
2016,MCOU,NY,2445,41195.09,Methadone
2016,MCOU,OH,12,74.55,Methadone
2016,MCOU,OH,13,307.21,Methadone
2016,MCOU,OH,16,368.78,Methadone
2016,MCOU,OH,26,957.06,Methadone
2016,MCOU,OH,27,153.5,Methadone
2016,MCOU,OH,39,131.88,Methadone
2016,MCOU,OH,62,345.23,Methadone
2016,MCOU,OH,180,2887.55,Methadone
2016,MCOU,OH,213,3726.82,Methadone
2016,MCOU,OH,291,6646.3,Methadone
2016,MCOU,OH,311,7530,Methadone
2016,MCOU,OH,395,6497.82,Methadone
2016,MCOU,OH,424,6458.59,Methadone
2016,MCOU,OH,465,7073.41,Methadone
2016,MCOU,OH,665,11484.9,Methadone
2016,MCOU,OH,701,15445.91,Methadone
2016,MCOU,OH,719,16954.54,Methadone
2016,MCOU,OH,743,18199.39,Methadone
2016,MCOU,OH,779,16550.65,Methadone
2016,MCOU,OH,787,17769.14,Methadone
2016,MCOU,OH,808,19415.71,Methadone
2016,MCOU,OH,905,13800.48,Methadone
2016,MCOU,OH,978,14879.87,Methadone
2016,MCOU,OH,1014,27890.45,Methadone
2016,MCOU,OH,1032,16358.49,Methadone
2016,MCOU,OH,1037,15554.51,Methadone
2016,MCOU,OH,1071,13228.82,Methadone
2016,MCOU,OH,1289,15886.2,Methadone
2016,MCOU,OH,1314,17086.48,Methadone
2016,MCOU,OH,1367,37079.33,Methadone
2016,MCOU,OH,1730,19307.05,Methadone
2016,MCOU,OR,17,386.36,Methadone
2016,MCOU,OR,57,1065.23,Methadone
2016,MCOU,OR,141,2029.61,Methadone
2016,MCOU,OR,321,8044.15,Methadone
2016,MCOU,OR,326,5000.83,Methadone
2016,MCOU,OR,349,5140.84,Methadone
2016,MCOU,OR,365,5959.79,Methadone
2016,MCOU,OR,367,7497.56,Methadone
2016,MCOU,OR,370,7410.73,Methadone
2016,MCOU,OR,377,6029.08,Methadone
2016,MCOU,OR,398,5266.21,Methadone
2016,MCOU,OR,452,8744.51,Methadone
2016,MCOU,OR,537,10406.81,Methadone
2016,MCOU,OR,550,11527.73,Methadone
2016,MCOU,OR,554,9460.75,Methadone
2016,MCOU,OR,587,15295.7,Methadone
2016,MCOU,OR,620,8437.76,Methadone
2016,MCOU,OR,667,18591.61,Methadone
2016,MCOU,OR,746,11036.23,Methadone
2016,MCOU,OR,1052,25015.48,Methadone
2016,MCOU,OR,1054,21146.19,Methadone
2016,MCOU,OR,1062,16440.25,Methadone
2016,MCOU,OR,1179,19367.2,Methadone
2016,MCOU,OR,1277,36264.28,Methadone
2016,MCOU,OR,1558,44480.12,Methadone
2016,MCOU,PA,14,1077.56,Methadone
2016,MCOU,PA,37,591.53,Methadone
2016,MCOU,PA,40,421.71,Methadone
2016,MCOU,PA,42,662.29,Methadone
2016,MCOU,PA,43,726.82,Methadone
2016,MCOU,PA,52,663.93,Methadone
2016,MCOU,PA,81,1498.23,Methadone
2016,MCOU,PA,246,4414.94,Methadone
2016,MCOU,PA,255,4490.01,Methadone
2016,MCOU,PA,263,4610.27,Methadone
2016,MCOU,PA,296,5091.33,Methadone
2016,MCOU,PA,302,5635.29,Methadone
2016,MCOU,PA,322,6276.82,Methadone
2016,MCOU,PA,325,5544.48,Methadone
2016,MCOU,PA,333,5970.67,Methadone
2016,MCOU,PA,548,15159.47,Methadone
2016,MCOU,PA,660,15850.42,Methadone
2016,MCOU,PA,918,29625.6,Methadone
2016,MCOU,PA,949,27863.55,Methadone
2016,MCOU,PA,951,16705.09,Methadone
2016,MCOU,PA,1078,26043.63,Methadone
2016,MCOU,PA,1177,19554.86,Methadone
2016,MCOU,PA,1211,30263.4,Methadone
2016,MCOU,PA,1232,34028.26,Methadone
2016,MCOU,PA,1305,32873.53,Methadone
2016,MCOU,PA,1562,46386.01,Methadone
2016,MCOU,PA,1590,31454.77,Methadone
2016,MCOU,PA,1845,43371.6,Methadone
2016,MCOU,PA,1895,60295.31,Methadone
2016,MCOU,RI,29,672.93,Methadone
2016,MCOU,RI,34,1718.24,Methadone
2016,MCOU,RI,34,1879.07,Methadone
2016,MCOU,RI,38,776.02,Methadone
2016,MCOU,RI,41,1692.96,Methadone
2016,MCOU,RI,50,1160.61,Methadone
2016,MCOU,RI,51,1889.39,Methadone
2016,MCOU,RI,53,3181.76,Methadone
2016,MCOU,RI,56,939.85,Methadone
2016,MCOU,RI,57,1527.98,Methadone
2016,MCOU,RI,59,1597.92,Methadone
